label,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200,p201,p202,p203,p204,p205,p206,p207,p208,p209,p210,p211,p212,p213,p214,p215,p216,p217,p218,p219,p220,p221,p222,p223,p224,p225,p226,p227,p228,p229,p230,p231,p232,p233,p234,p235,p236,p237,p238,p239,p240,p241,p242,p243,p244,p245,p246,p247,p248,p249,p250,p251,p252,p253,p254,p255
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,251,253,251,174,0,0,0,0,0,0,0,0,115,251,253,251,251,253,251,251,0,0,0,0,0,0,0,0,241,251,253,251,122,72,71,251,0,0,0,0,0,0,0,31,251,251,31,251,0,0,0,0,0,0,0,0,0,0,0,73,251,251,0,217,0,0,0,0,190,251,0,0,0,0,0,73,253,253,0,156,0,0,0,0,253,253,72,0,0,0,0,73,251,251,0,0,0,0,0,0,251,251,71,0,0,0,0,42,251,251,79,0,0,0,0,0,251,251,71,0,0,0,0,0,166,253,255,227,21,0,0,0,253,253,0,0,0,0,0,0,0,15,253,251,251,243,217,251,251,220,0,0,0,0,0,0,0,0,143,236,251,253,251,251,251,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,236,251,0,0,0,0,0,0,0,0,0,0,0,0,0,253,251,251,79,0,0,0,0,0,0,0,0,0,0,0,79,253,251,251,180,0,0,0,0,0,0,0,0,0,0,0,251,253,107,169,253,215,0,0,0,0,0,0,0,0,0,144,251,0,0,0,253,251,0,0,0,173,0,0,0,0,255,253,221,0,0,0,73,253,72,0,0,0,0,0,0,0,253,251,142,0,0,0,73,251,71,0,0,0,0,0,0,0,253,251,142,0,0,0,253,235,0,0,0,0,0,0,0,0,255,253,253,73,99,253,255,164,0,0,0,0,0,0,0,0,62,236,251,253,251,251,154,0,0,0,0,251,0,0,0,0,0,83,251,253,251,204,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,247,252,48,0,0,0,0,0,0,0,0,0,0,41,252,253,194,172,252,252,0,0,0,0,0,0,0,0,0,171,252,236,4,0,77,244,35,0,0,0,0,0,0,0,227,252,11,0,0,0,0,127,226,0,0,0,0,0,6,155,253,7,0,0,0,0,0,127,182,0,0,0,0,0,245,253,194,0,0,0,0,0,146,253,35,0,0,0,0,0,252,252,0,0,0,0,0,0,237,252,0,0,0,0,0,174,252,119,0,0,0,0,41,252,205,51,0,0,0,0,0,255,236,14,0,0,87,210,253,62,0,0,0,0,0,0,0,48,252,252,253,252,244,214,0,0,0,0,0,0,0,0,0,0,136,231,253,221,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,180,254,254,254,150,33,0,0,0,0,0,0,0,0,17,202,253,253,217,217,245,253,61,0,0,0,0,0,0,0,0,84,253,145,0,0,51,253,236,27,0,0,0,0,0,0,109,253,253,0,0,0,0,79,253,250,0,0,0,0,0,0,253,253,236,0,0,0,0,0,253,253,0,0,0,0,0,0,253,253,0,0,0,0,0,0,253,251,0,0,0,0,0,0,253,253,0,0,0,0,0,0,253,247,0,0,0,0,0,0,253,253,0,0,0,0,0,115,253,246,0,0,0,0,0,0,253,253,181,0,0,0,0,253,253,65,0,0,0,0,0,0,174,253,253,60,14,68,253,253,0,0,0,0,0,0,0,0,78,219,253,230,225,253,253,211,0,0,0,0,0,0,0,0,0,0,46,218,149,149,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,59,23,0,0,0,0,0,0,0,0,0,68,161,0,194,251,251,251,121,0,0,0,0,0,0,0,70,240,231,127,253,251,248,251,245,107,0,0,0,0,0,0,251,251,111,251,97,52,0,191,251,199,0,0,0,0,0,158,251,220,20,208,0,0,0,0,251,251,0,0,0,0,0,251,251,153,0,0,0,0,0,0,251,251,0,0,0,0,0,253,253,154,0,0,0,0,0,37,253,253,0,0,0,0,0,251,251,153,0,0,0,0,0,222,251,156,0,0,0,0,0,199,251,251,239,98,99,98,251,251,220,71,0,0,0,0,0,0,218,239,251,251,253,251,248,231,0,0,0,0,0,0,0,0,0,68,239,208,253,251,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,238,253,253,248,208,0,0,0,0,0,0,0,0,0,0,253,253,117,61,213,253,253,40,0,0,0,0,0,0,0,80,253,246,0,0,23,182,253,220,0,0,0,0,0,0,0,188,253,198,0,0,0,0,127,253,223,39,0,0,0,0,0,254,253,75,0,0,0,0,0,83,253,253,0,0,0,0,0,254,253,61,0,0,0,0,0,0,243,253,142,0,0,0,0,254,253,76,0,0,0,0,0,0,199,253,253,0,0,0,0,118,253,253,0,0,0,0,0,0,199,253,253,0,0,0,0,0,240,253,253,86,83,67,3,138,253,253,97,0,0,0,0,0,0,87,253,253,253,253,253,253,187,63,0,0,0,0,0,0,0,0,96,232,253,253,232,232,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95,253,253,32,0,0,0,0,0,0,0,0,0,0,74,254,253,124,119,253,217,0,0,0,0,0,0,0,0,0,201,254,207,0,0,245,253,0,0,0,0,0,0,0,0,244,253,0,0,0,0,218,253,0,0,0,0,0,0,21,212,253,3,0,0,0,0,218,253,0,0,0,0,0,7,254,254,0,0,0,0,0,39,254,249,0,0,0,0,0,145,253,207,0,0,0,0,0,148,253,144,0,0,0,0,0,253,28,0,0,0,0,5,226,253,29,0,0,0,0,0,0,253,0,0,0,32,254,253,204,0,0,0,0,0,0,0,0,253,253,253,253,253,157,87,0,0,0,0,0,0,0,0,0,253,253,253,253,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,252,253,189,28,22,117,37,0,0,0,0,0,0,0,80,252,208,86,0,7,199,252,235,0,0,0,0,0,0,48,253,91,0,0,0,0,63,21,252,0,0,0,0,0,202,252,0,0,0,0,0,0,0,153,147,0,0,0,0,123,253,128,0,0,0,0,0,0,253,253,0,0,0,0,0,253,157,21,0,0,0,0,0,128,252,157,0,0,0,0,0,253,100,0,0,0,0,11,211,226,0,0,0,0,0,0,0,237,253,253,193,201,253,247,53,0,0,0,0,0,0,0,0,0,74,126,127,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,235,31,0,0,0,0,0,0,0,0,0,0,0,20,238,254,254,254,254,126,0,0,0,0,0,0,0,0,0,187,254,254,254,254,254,248,0,0,0,0,0,0,0,0,195,254,134,0,124,124,254,254,0,0,0,0,0,0,20,187,254,126,0,0,0,0,254,254,0,0,0,0,0,0,238,254,229,0,0,0,0,228,254,213,0,0,0,0,0,11,254,254,43,0,0,0,14,254,250,86,0,0,0,0,0,245,254,152,0,0,0,96,254,254,0,0,0,0,0,0,0,254,217,84,84,233,254,255,214,127,0,0,0,0,0,0,0,241,254,254,254,254,213,115,0,0,0,0,0,0,0,0,0,141,234,234,234,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,252,252,253,252,252,52,0,0,0,0,0,0,0,0,26,252,187,0,0,0,0,0,0,0,0,0,0,0,0,0,186,252,20,0,0,130,0,0,0,0,0,0,0,0,0,115,252,97,0,0,0,79,252,34,0,0,0,0,0,0,0,252,252,0,0,0,0,0,84,252,169,0,0,0,0,0,0,253,215,0,0,0,0,0,0,253,253,0,0,0,0,0,0,252,116,0,0,0,0,0,0,252,252,0,0,0,0,0,0,252,39,0,0,0,0,0,0,252,187,0,0,0,0,0,0,252,172,0,0,0,0,20,238,177,24,0,0,0,0,0,0,249,252,160,41,160,204,252,190,0,0,0,0,0,0,0,0,95,222,252,252,252,253,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,253,253,239,153,0,0,0,0,0,0,0,0,0,0,12,253,193,99,198,253,136,0,0,0,0,0,0,0,0,11,157,253,238,0,0,253,253,37,0,0,0,0,0,0,0,253,253,253,0,0,0,0,247,253,75,0,0,0,0,0,42,253,253,11,0,0,0,0,67,253,226,0,0,0,0,0,218,253,253,0,0,0,0,0,0,214,253,85,0,0,0,0,254,253,202,0,0,0,0,0,0,199,253,116,0,0,0,0,254,253,253,0,0,0,0,0,0,63,253,253,0,0,0,0,0,253,253,103,47,0,0,48,138,246,253,79,0,0,0,0,0,116,243,253,253,253,253,253,253,221,103,0,0,0,0,0,0,0,103,253,253,253,253,253,233,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,9,0,0,0,0,0,0,0,0,0,0,0,0,80,133,183,253,0,0,0,0,0,0,0,0,0,0,0,90,250,253,0,253,0,0,0,0,0,0,0,0,0,0,188,249,79,60,98,253,0,0,0,0,0,0,0,0,0,208,254,12,0,0,185,220,0,0,0,0,0,0,0,0,89,254,0,0,0,65,255,0,0,0,0,0,0,0,0,62,247,233,0,0,0,237,242,0,0,0,0,0,0,0,0,253,248,0,0,19,187,253,4,0,0,0,0,0,0,0,18,253,251,199,254,253,158,0,0,0,0,0,0,0,0,0,0,137,211,220,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
